,Basics.Year,Basics.Make,Basics.Model,Basics.Class,Basics.Length (ft),Basics.FuelType,Basics.HullMaterial,Basics.OfferedBy,Propulsion.EngineMake,Propulsion.TotalPower (hp),Propulsion.EngineType,Propulsion.FuelType,Specifications.Dimensions.LengthOverall (ft),Specifications.Dimensions.Beam (ft),Specifications.Accommodations.DoubleBerths,Specifications.Accommodations.Cabins,Specifications.Accommodations.Heads,Basics.HullShape,Basics.HullWarranty (years),Propulsion.EngineModel,Propulsion.EngineYear,Propulsion.EngineHours,Propulsion.DriveType,Propulsion.PropellerType,Specifications.Speed&Distance.CruisingSpeed (kn),Specifications.Speed&Distance.MaxSpeed (kn),Specifications.Dimensions.LengthOnDeck (ft),Specifications.Dimensions.MaxDra (ft),Specifications.Dimensions.CabinHeadroom (ft),Specifications.Dimensions.LengthAtWaterline (ft),Specifications.Miscellaneous.Windlass,Price,Propulsion.PropellerMaterial,Specifications.Dimensions.MaxBridgeClearance (ft),Specifications.Weights.DryWeight (Lb),Specifications.Accommodations.SingleBerths,Propulsion.FoldingPropeller,Features.ElectricalEquipment.ShorePowerInlet,Features.Electronics.Depthsounder,Features.Electronics.Radar,Features.Electronics.Plotter,Features.Electronics.Compas,Features.Electronics.Gps,Features.InsideEquipment.ElectricBilgePump,Features.InsideEquipment.Oven,Features.InsideEquipment.MarineHead,Features.InsideEquipment.Heating,Features.InsideEquipment.HotWater,Features.InsideEquipment.Refrigerator,Features.InsideEquipment.BatteryCharger,Features.OutsideEquipment.TeakCockpit,Features.OutsideEquipment.RadarReflector,Features.OutsideEquipment.Tender,Features.OutsideEquipment.CockpitCushions,Features.Rigging.SteeringWheel,Features.Sails.StormJib,Features.Sails.BattenedMainsail,Features.Sails.FurlingGenoa,Features.Sails.Trisail,Specifications.Accommodations.TwinBerths,Features.Electronics.Log-speedometer,Features.Electronics.WindSpeedAndDirection,Features.Electronics.Autopilot,Features.Electronics.Radio,Features.Electronics.CockpitSpeakers,Features.Electronics.Vhf,Features.InsideEquipment.BowThruster,Features.InsideEquipment.ManualBilgePump,Features.InsideEquipment.MicrowaveOven,Features.InsideEquipment.AirConditioning,Features.InsideEquipment.ElectricHead,Features.OutsideEquipment.CockpitShower,Features.OutsideEquipment.CockpitTable,Features.OutsideEquipment.SwimmingLadder,Features.Sails.FurlingMainsail,Features.Sails.AsymmetricSpinnaker,Features.Electronics.Repeater(s),Features.ElectricalEquipment.Generator,Features.ElectricalEquipment.Inverter,Features.Electronics.NavigationCenter,Features.InsideEquipment.DeepFreezer,Features.OutsideEquipment.OutboardEngineBrackets,Features.OutsideEquipment.Davit(s),Features.Sails.FullyBattenedMainsail,Specifications.Miscellaneous.ElectricalCircuit (V),Features.Electronics.CdPlayer,Features.Rigging.ElectricWinch,Features.Electronics.TvSet,Features.Electronics.DvdPlayer,Features.InsideEquipment.FreshWaterMaker,Features.Rigging.SpinnakerPole,Features.OutsideEquipment.TeakSidedecks,Features.AdditionalEquipment.RoadTrailer,Features.Sails.Spinnaker,Specifications.Miscellaneous.SeatingCapacity,Features.Electronics.RadarDetector,Features.Electronics.Computer,Features.Electronics.Vcr,Features.Sails.GennakerCruisingSpinnaker,Features.InsideEquipment.SeaWaterPump,Features.OutsideEquipment.SolarPanel,Features.OutsideEquipment.Liferaft,Features.Rigging.Tiller,Features.Sails.Genoa,Features.InsideEquipment.SternThruster,Features.InsideEquipment.Dishwasher,Features.InsideEquipment.WashingMachine,Features.OutsideEquipment.Gangway,Features.OutsideEquipment.HydraulicGangway,Specifications.Speed&Distance.Range (nm),Specifications.Dimensions.Freeboard (ft),Features.OutsideEquipment.WindGenerator,Features.InsideEquipment.Seakeeper,Features.InsideEquipment.AirCompressor,Features.InsideEquipment.ChemicalHead,Specifications.Miscellaneous.LiferaftCapacity,Features.Rigging.HydraulicWinch,Propulsion.RopeCutter,Specifications.Miscellaneous.DeadriseAtTransom (deg),Features.AdditionalEquipment.LaunchingTrailer,Features.AdditionalEquipment.BeachingLegs,Make-Model
69,1991,Bavaria,C38,Sloop,54.0,Diesel,Fiberglass,The Little Ship Company,Yanmar,48.90375,Inboard,Diesel,54.0,15.83,2.625,3.111111111111111,3.0,Monohull,0,25hp HT,2014.833333333333,468.3333333333333,Direct Drive,3.0,7.865502392344499,10.30087209302326,43.39205882352945,6.5,6.36,38.318,Electric Windlass,210000,Bronze,56.165,13574.33333333333,1.6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,122.0,False,False,False,False,False,False,False,False,False,12.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1947.4,9.614166666666668,False,False,False,False,7.8125,False,False,22,False,False,Bavaria-C38
70,2001,Bavaria,C38,Racer/Cruiser,78.71,Diesel,Composite,Southern Wind Shipyard (Pty) Ltd,Yanmar,48.90375,Inboard,Diesel,78.71,19.39,2.625,3.111111111111111,4.0,Monohull,0,25hp HT,2014.833333333333,468.3333333333333,Direct Drive,3.0,7.865502392344499,10.30087209302326,43.39205882352945,12.47,6.36,38.318,Electric Windlass,1619257,Bronze,56.165,13574.33333333333,1.6,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,2.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,False,True,122.0,False,True,True,True,True,False,True,False,False,12.0,False,True,False,True,True,False,True,False,True,False,False,True,True,False,1947.4,9.614166666666668,False,False,True,False,7.8125,True,False,22,False,False,Bavaria-C38
71,1985,Bavaria,C38,Sloop,41.34,Diesel,Fiberglass,Nautigamma Yacht Brokers,PERKINS,49.0,Inboard,Diesel,41.34,12.96,2.625,3.0,2.0,Monohull,0,NM 4.108,1983.0,200.0,Sail Drive,3.0,7.865502392344499,10.30087209302326,43.39205882352945,6.89,6.36,38.318,Electric Windlass,86940,Bronze,56.165,13574.33333333333,1.6,False,True,True,True,False,True,False,True,True,False,False,True,True,True,True,False,False,True,False,False,False,True,False,2.0,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,220.0,False,True,False,False,False,False,False,False,True,12.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1947.4,9.614166666666668,False,False,False,False,7.8125,False,False,22,False,False,Bavaria-C38
72,2022,Bavaria,C38,Racer/Cruiser,40.55,Diesel,Fiberglass,Seaport Yachtbrokers,Volvo,50.0,Inboard,Diesel,40.55,13.45,2.0,3.0,2.0,Monohull,2,Penta,2022.0,50.0,Sail Drive,2.0,7.865502392344499,10.30087209302326,43.39205882352945,7.87,6.36,38.39,Electric Windlass,592496,Bronze,56.165,20723.0,2.0,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,False,False,False,True,False,False,True,False,2.0,True,True,True,False,False,True,True,True,False,False,True,True,False,True,False,False,False,False,False,True,True,False,False,True,122.0,False,True,False,False,False,False,True,False,False,12.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1947.4,9.614166666666668,False,False,False,False,7.8125,False,False,22,False,False,Bavaria-C38
73,2023,Bavaria,C38,Catamaran,28.0,Gas,Fiberglass,Lima Yachts,Yamaha,25.0,Outboard-4S,Gas,28.0,17.42,2.0,3.0,1.0,Monohull,5,25hp HT,2020.0,468.3333333333333,Direct Drive,3.0,7.865502392344499,10.30087209302326,43.39205882352945,2.83,6.36,38.318,Electric Windlass,179900,Bronze,46.25,10000.0,1.0,False,True,True,False,True,True,True,True,False,False,False,True,True,True,False,False,False,False,True,False,True,True,False,2.0,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,122.0,True,False,False,False,False,False,False,False,False,12.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1947.4,9.614166666666668,False,False,False,False,7.8125,False,False,22,False,False,Bavaria-C38
74,2023,Bavaria,C38,Catamaran,28.0,Gas,Fiberglass,Lima Yachts,Yamaha,25.0,Outboard-4S,Gas,28.0,17.42,2.0,3.0,1.0,Monohull,5,25hp HT,2020.0,468.3333333333333,Direct Drive,3.0,7.865502392344499,10.30087209302326,43.39205882352945,2.83,6.36,38.318,Electric Windlass,169900,Bronze,46.25,10000.0,1.0,False,True,True,False,True,True,True,True,False,False,False,True,True,True,False,False,False,False,True,False,True,True,False,2.0,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,122.0,True,False,False,False,False,False,False,False,False,12.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1947.4,9.614166666666668,False,False,False,False,7.8125,False,False,22,False,False,Bavaria-C38
75,2023,Bavaria,C38,Catamaran,54.13,Electric,Composite,Grabau International,Yanmar,40.23,Electric,Electric,54.13,26.9,4.0,4.0,4.0,Catamaran,0,25hp HT,2023.0,468.3333333333333,Direct Drive,3.0,7.865502392344499,10.30087209302326,43.39205882352945,10.5,6.36,38.318,Electric Windlass,1629038,Bronze,56.165,13574.33333333333,1.6,True,True,True,True,True,True,True,True,True,False,False,True,True,True,False,False,False,False,True,False,False,True,False,2.0,True,True,True,False,False,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,False,False,True,24.0,False,True,False,False,False,False,False,False,False,12.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1947.4,9.614166666666668,False,False,False,False,7.8125,False,False,22,False,False,Bavaria-C38
76,1976,Bavaria,C42,Sloop,35.0,Diesel,Fiberglass,Seacoast Yachts – Long Beach,Volvo Penta,28.0,Inboard/Outboard,Diesel,35.58,9.0,1.0,1.0,1.0,Monohull,0,2003T,2019.5,54.0,Direct Drive,2.0,7.865502392344499,6.8,43.39205882352945,4.92,9.348779342722995,26.08,Electric Windlass,35000,Bronze,37.0,19602.33333333333,1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.03960396039604,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,91.5,False,False,False,False,False,False,False,False,False,8.62295081967213,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1947.4,9.614166666666668,False,False,False,False,16.0,False,False,22,False,False,Bavaria-C42
77,2022,Bavaria,C42,Catamaran,78.74,Diesel,Fiberglass,David Abromowitz & Associates,Volvo Penta,200.0,Inboard,Diesel,78.74,36.15,2.25,7.0,7.0,Catamaran,0,D3-200,2020.0,54.0,Direct Drive,4.0,7.865502392344499,6.8,43.39205882352945,9.38,9.348779342722995,38.64285714285715,Electric Windlass,5450000,Bronze,37.0,165.0,1.0,True,True,True,True,True,True,True,False,False,True,False,True,True,True,False,False,False,True,True,False,False,True,False,2.03960396039604,True,True,True,False,True,True,False,False,True,True,True,True,True,True,False,True,True,True,True,False,True,False,False,True,220.0,False,True,False,True,True,False,False,False,False,8.62295081967213,False,False,False,False,True,False,True,False,False,False,True,False,False,False,1947.4,9.614166666666668,False,False,False,False,16.0,False,False,22,False,False,Bavaria-C42
78,1997,Bavaria,C42,Schooner,45.0,Diesel,Fiberglass,Integrity Yacht Sales,Yanmar,54.11111111111111,Inboard,Diesel,50.0,13.08,2.25,3.142857142857143,1.0,Catamaran,0,D3-200,2019.5,54.0,Direct Drive,3.0,7.865502392344499,6.8,43.39205882352945,6.263,9.348779342722995,38.64285714285715,Electric Windlass,198000,Bronze,37.0,19602.33333333333,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.03960396039604,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,91.5,False,False,False,False,False,False,False,False,False,8.62295081967213,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1947.4,9.614166666666668,False,False,False,False,16.0,False,False,22,False,False,Bavaria-C42
79,1997,Bavaria,C42,Cruiser,36.0,Diesel,Fiberglass,Williams & Smithells Yacht Brokers - Williams & Smithells UK,Yanmar,29.0,Inboard,Diesel,35.5,10.42,2.25,3.142857142857143,1.0,Monohull,0,3YM30AE,2022.0,54.0,Direct Drive,3.0,7.865502392344499,6.8,43.39205882352945,6.25,9.348779342722995,29.25,Electric Windlass,53701,Bronze,37.0,19602.33333333333,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.03960396039604,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,91.5,False,False,False,False,False,False,False,False,False,8.62295081967213,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1947.4,9.614166666666668,False,False,False,False,16.0,False,False,22,False,False,Bavaria-C42
80,1991,Bavaria,C42,Cruiser,43.0,Diesel,Fiberglass,Shannon Brokerage,Yanmar,54.11111111111111,Inboard,Diesel,43.0,13.42,2.25,3.142857142857143,1.0,Catamaran,0,D3-200,2019.5,54.0,Direct Drive,3.0,7.865502392344499,6.8,43.39205882352945,6.263,9.348779342722995,38.64285714285715,Electric Windlass,225000,Bronze,37.0,19602.33333333333,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.03960396039604,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,91.5,False,False,False,False,False,False,False,False,False,8.62295081967213,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1947.4,9.614166666666668,False,False,False,False,16.0,False,False,22,False,False,Bavaria-C42
81,1982,Bavaria,C42,Cruiser,50.83,Diesel,Fiberglass,Shannon Brokerage,Yanmar,54.11111111111111,Inboard,Diesel,50.83,14.25,2.25,3.142857142857143,2.0,Catamaran,0,D3-200,2019.5,54.0,Direct Drive,3.0,7.865502392344499,6.8,43.39205882352945,6.263,9.348779342722995,38.64285714285715,Electric Windlass,115000,Bronze,37.0,19602.33333333333,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.03960396039604,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,91.5,False,False,False,False,False,False,False,False,False,8.62295081967213,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1947.4,9.614166666666668,False,False,False,False,16.0,False,False,22,False,False,Bavaria-C42
82,1965,Bavaria,C42,Centre Cockpit,36.75,Diesel,Fiberglass,Sunbird International Yacht Sales - Sunbird Marmaris,THORNEYCROFT,50.0,Inboard,Diesel,36.81,11.42,2.0,2.0,2.0,Catamaran,0,D3-200,2019.5,54.0,Direct Drive,3.0,7.865502392344499,6.8,43.39205882352945,5.58,9.348779342722995,38.64285714285715,Electric Windlass,32059,Bronze,37.0,19602.33333333333,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.03960396039604,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.0,False,False,False,False,False,False,False,False,False,8.62295081967213,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1947.4,9.614166666666668,False,False,False,False,16.0,False,False,22,False,False,Bavaria-C42
83,2024,Bavaria,C42,Multi-Hull,52.0,Diesel,Composite,Sail Away Catamarans Yacht Sales,Yanmar,53.0,Inboard,Diesel,52.67,26.5,2.25,3.0,2.0,Catamaran,5,D3-200,2020.0,54.0,Sail Drive,3.0,7.865502392344499,6.8,43.39205882352945,8.5,9.348779342722995,52.67,Electric Windlass,1059000,Aluminum,71.67,29982.0,1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.03960396039604,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24.0,False,False,False,False,False,False,False,False,False,8.62295081967213,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1947.4,9.614166666666668,False,False,False,False,16.0,False,False,22,False,False,Bavaria-C42
84,2023,Bavaria,C42,Catamaran,38.92,Diesel,Composite,Wright Yachts,Yanmar,54.11111111111111,Inboard,Diesel,38.0,21.33,2.25,3.142857142857143,2.0,Catamaran,0,D3-200,2019.5,54.0,Direct Drive,3.0,7.865502392344499,6.8,43.39205882352945,3.08,9.348779342722995,37.0,Electric Windlass,359000,Bronze,37.0,19602.33333333333,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.03960396039604,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,91.5,False,False,False,False,False,False,False,False,False,8.62295081967213,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1947.4,9.614166666666668,False,False,False,False,16.0,False,False,22,False,False,Bavaria-C42
85,2024,Bavaria,C42,Catamaran,41.0,Diesel,Fiberglass,Sail Away Catamarans Yacht Sales,Yanmar,30.0,Inboard,Diesel,41.0,22.33,3.0,3.0,2.0,Catamaran,5,D3-200,2018.0,54.0,Sail Drive,2.0,7.865502392344499,6.8,43.39205882352945,3.67,9.348779342722995,38.64285714285715,Electric Windlass,499000,Bronze,37.0,19602.33333333333,1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.03960396039604,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,110.0,False,False,False,False,False,False,False,False,False,8.62295081967213,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1947.4,9.614166666666668,False,False,False,False,16.0,False,False,22,False,False,Bavaria-C42
86,2023,Bavaria,C42,Multi-Hull,52.0,Diesel,Composite,The Multihull Source,Yanmar,57.0,Inboard,Diesel,51.67,25.83,2.25,3.0,2.0,Catamaran,0,D3-200,2019.5,54.0,Sail Drive,3.0,7.865502392344499,6.8,43.39205882352945,8.5,9.348779342722995,51.5,Electric Windlass,1059000,Bronze,37.0,28660.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.03960396039604,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,91.5,False,False,False,False,False,False,False,False,False,8.62295081967213,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1947.4,9.614166666666668,False,False,False,False,16.0,False,False,22,False,False,Bavaria-C42
87,2023,Bavaria,C42,Racer,39.0,Gas,Composite,The Multihull Source,Honda,20.0,Outboard-4S,Gas,39.0,21.33,2.25,3.142857142857143,1.0,Catamaran,0,D3-200,2020.0,54.0,Direct Drive,3.0,7.865502392344499,6.8,43.39205882352945,6.0,9.348779342722995,37.0,Electric Windlass,449000,Bronze,37.0,19602.33333333333,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.03960396039604,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,91.5,False,False,False,False,False,False,False,False,False,8.62295081967213,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1947.4,9.614166666666668,False,False,False,False,16.0,False,False,22,False,False,Bavaria-C42
88,2024,Bavaria,C42,Multi-Hull,39.0,Gas,Composite,Sail Away Catamarans Yacht Sales,Honda,20.0,Outboard,Gas,39.0,21.33,3.0,3.0,1.0,Catamaran,5,20HP Honda,2017.0,54.0,Other,3.0,7.865502392344499,6.8,43.39205882352945,6.75,9.348779342722995,37.0,Electric Windlass,449000,Aluminum,2.33,19602.33333333333,1.0,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,2.03960396039604,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,True,91.5,False,False,False,False,False,True,False,False,False,8.62295081967213,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1947.4,9.614166666666668,False,False,False,False,16.0,False,False,22,False,False,Bavaria-C42
89,2023,Bavaria,C45,Catamaran,41.67,Diesel,Composite,Wright Yachts,Yanmar,29.0,Outboard,Diesel,41.0,22.25,2.5,3.0,2.0,Catamaran,0,40,2019.25,1121.918781725888,Sail Drive,3.0,7.865502392344499,10.30087209302326,45.0,3.67,6.79,39.66666666666666,Electric Windlass,499000,Aluminum,37.0,18400.0,2.872521246458923,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,18.0,False,False,False,False,False,False,False,False,False,8.62295081967213,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1947.4,9.614166666666668,False,False,False,False,7.8125,False,False,22,False,False,Bavaria-C45
90,2023,Bavaria,C45,Multi-Hull,38.0,Gas,Fiberglass,The Multihull Source,Honda,20.0,Outboard-4S,Gas,38.0,21.33,2.5,3.0,2.0,Catamaran,0,40,2020.0,1121.918781725888,Sail Drive,3.0,7.865502392344499,10.30087209302326,45.0,3.58,6.79,39.66666666666666,Electric Windlass,359000,Aluminum,37.0,14300.0,2.872521246458923,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,18.0,False,False,False,False,False,False,False,False,False,8.62295081967213,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1947.4,9.614166666666668,False,False,False,False,7.8125,False,False,22,False,False,Bavaria-C45
91,2023,Bavaria,C45,Multi-Hull,41.0,Diesel,Composite,The Multihull Source,Yanmar,29.0,Outboard,Diesel,41.0,22.25,2.5,3.0,2.0,Catamaran,0,40,2019.25,1121.918781725888,Sail Drive,3.0,7.865502392344499,10.30087209302326,45.0,3.67,6.79,39.66666666666666,Electric Windlass,469000,Aluminum,37.0,18400.0,2.872521246458923,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,18.0,False,False,False,False,False,False,False,False,False,8.62295081967213,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1947.4,9.614166666666668,False,False,False,False,7.8125,False,False,22,False,False,Bavaria-C45
92,2024,Bavaria,C45,Catamaran,44.58,Diesel,Composite,Wright Yachts,Yanmar,40.0,Outboard,Diesel,45.33,24.58,2.5,3.0,2.0,Catamaran,5,40,2019.25,1121.918781725888,Sail Drive,3.0,7.865502392344499,10.30087209302326,45.0,4.166666666666667,6.75,39.66666666666666,Electric Windlass,759000,Aluminum,37.0,17033.33333333333,2.872521246458923,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,18.0,False,False,False,False,False,False,False,False,False,8.62295081967213,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1947.4,9.614166666666668,False,False,False,False,7.8125,False,False,22,False,False,Bavaria-C45
93,2024,Bavaria,C45,Catamaran,39.0,Gas,Composite,Sail Away Catamarans Yacht Sales,Yamaha,20.0,Outboard-2S,Gas,39.0,21.33,2.0,3.0,1.0,Catamaran,5,40,2021.0,1121.918781725888,Direct Drive,3.0,7.865502392344499,10.30087209302326,45.0,6.75,6.79,37.0,Electric Windlass,399000,Aluminum,3.0,17033.33333333333,2.872521246458923,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.0,False,False,False,False,False,False,False,False,False,8.62295081967213,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1947.4,9.614166666666668,False,False,False,False,7.8125,False,False,22,False,False,Bavaria-C45
94,2024,Bavaria,C45,Catamaran,45.0,Diesel,Composite,Sail Away Catamarans Yacht Sales,Yanmar,40.0,Inboard,Diesel,45.0,24.92,3.0,3.0,3.0,Catamaran,5,40,2021.0,1121.918781725888,Sail Drive,3.0,7.865502392344499,10.30087209302326,45.0,4.25,6.83,45.0,Electric Windlass,759000,Bronze,71.0,17033.33333333333,2.872521246458923,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24.0,False,False,False,False,False,False,False,False,False,8.62295081967213,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1947.4,9.614166666666668,False,False,False,False,7.8125,False,False,22,False,False,Bavaria-C45
95,2024,Bavaria,C45,Catamaran,38.0,Gas,Fiberglass,Sail Away Catamarans Yacht Sales,Honda,20.0,Outboard,Gas,38.0,21.33,2.5,3.0,1.0,Catamaran,0,40,2015.0,1121.918781725888,Sail Drive,3.0,7.865502392344499,10.30087209302326,45.0,3.08,6.79,37.0,Electric Windlass,359000,Aluminum,37.0,17033.33333333333,2.872521246458923,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,18.0,False,False,False,False,False,False,False,False,False,8.62295081967213,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1947.4,9.614166666666668,False,False,False,False,7.8125,False,False,22,False,False,Bavaria-C45
96,2023,Bavaria,C45 Style,Catamaran,45.0,Diesel,Composite,The Finish Line,Honda,32.33333333333334,Outboard,Diesel,45.0,24.0,2.79673590504451,3.0,2.0,Catamaran,0,20hp,2019.0,1121.918781725888,Sail Drive,3.0,7.865502392344499,10.30087209302326,43.39205882352945,5.79,9.348779342722995,41.83333333333334,Electric Windlass,759000,Aluminum,63.21807909604506,22030.0,2.872521246458923,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.03960396039604,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,83.00632911392405,False,False,False,False,False,False,False,False,False,8.62295081967213,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1947.4,9.614166666666668,False,False,False,False,7.8125,False,False,22,False,False,Bavaria-C45 Style
97,2018,Bavaria,C50 Style,Catamaran,37.99,Gas,Fiberglass,Multihull Central,Yanmar,66.98479345284491,Inboard,Diesel,38.06,21.16,2.79673590504451,3.0,1.0,Catamaran,0,4JH57,2016.507913669065,1121.918781725888,Sail Drive,3.0,7.865502392344499,10.30087209302326,43.39205882352945,3.61,9.348779342722995,39.67258029978575,Electric Windlass,434720,Bronze,63.21807909604506,15620.0,2.872521246458923,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.03960396039604,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,83.00632911392405,False,False,False,False,False,False,False,False,False,8.62295081967213,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1947.4,9.614166666666668,False,False,False,False,7.8125,False,False,22,False,False,Bavaria-C50 Style
98,2011,Bavaria,C57,Cruiser,32.0,Diesel,Fiberglass,Bay Side Yacht Sales LLC,Yanmar,27.0,Inboard,Diesel,32.0,11.0,2.79673590504451,2.333333333333333,1.0,Catamaran,0,27 3gm,2016.507913669065,200.0,Direct Drive,3.0,7.865502392344499,10.30087209302326,43.39205882352945,3.501428571428571,9.348779342722995,39.67258029978575,Electric Windlass,135000,Bronze,63.21807909604506,20173.85714285714,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.03960396039604,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,83.00632911392405,False,False,False,False,False,False,False,False,False,8.62295081967213,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1947.4,9.614166666666668,False,False,False,False,7.8125,False,False,22,False,False,Bavaria-C57
