,Basics.Year,Basics.Make,Basics.Model,Basics.Class,Basics.Length (ft),Basics.FuelType,Basics.HullMaterial,Basics.OfferedBy,Propulsion.EngineMake,Propulsion.TotalPower (hp),Propulsion.EngineType,Propulsion.FuelType,Specifications.Dimensions.LengthOverall (ft),Specifications.Dimensions.Beam (ft),Specifications.Accommodations.DoubleBerths,Specifications.Accommodations.Cabins,Specifications.Accommodations.Heads,Basics.HullShape,Basics.HullWarranty (years),Propulsion.EngineModel,Propulsion.EngineYear,Propulsion.EngineHours,Propulsion.DriveType,Propulsion.PropellerType,Specifications.Speed&Distance.CruisingSpeed (kn),Specifications.Speed&Distance.MaxSpeed (kn),Specifications.Dimensions.LengthOnDeck (ft),Specifications.Dimensions.MaxDra (ft),Specifications.Dimensions.CabinHeadroom (ft),Specifications.Dimensions.LengthAtWaterline (ft),Specifications.Miscellaneous.Windlass,Price,Propulsion.PropellerMaterial,Specifications.Dimensions.MaxBridgeClearance (ft),Specifications.Weights.DryWeight (Lb),Specifications.Accommodations.SingleBerths,Propulsion.FoldingPropeller,Features.ElectricalEquipment.ShorePowerInlet,Features.Electronics.Depthsounder,Features.Electronics.Radar,Features.Electronics.Plotter,Features.Electronics.Compas,Features.Electronics.Gps,Features.InsideEquipment.ElectricBilgePump,Features.InsideEquipment.Oven,Features.InsideEquipment.MarineHead,Features.InsideEquipment.Heating,Features.InsideEquipment.HotWater,Features.InsideEquipment.Refrigerator,Features.InsideEquipment.BatteryCharger,Features.OutsideEquipment.TeakCockpit,Features.OutsideEquipment.RadarReflector,Features.OutsideEquipment.Tender,Features.OutsideEquipment.CockpitCushions,Features.Rigging.SteeringWheel,Features.Sails.StormJib,Features.Sails.BattenedMainsail,Features.Sails.FurlingGenoa,Features.Sails.Trisail,Specifications.Accommodations.TwinBerths,Features.Electronics.Log-speedometer,Features.Electronics.WindSpeedAndDirection,Features.Electronics.Autopilot,Features.Electronics.Radio,Features.Electronics.CockpitSpeakers,Features.Electronics.Vhf,Features.InsideEquipment.BowThruster,Features.InsideEquipment.ManualBilgePump,Features.InsideEquipment.MicrowaveOven,Features.InsideEquipment.AirConditioning,Features.InsideEquipment.ElectricHead,Features.OutsideEquipment.CockpitShower,Features.OutsideEquipment.CockpitTable,Features.OutsideEquipment.SwimmingLadder,Features.Sails.FurlingMainsail,Features.Sails.AsymmetricSpinnaker,Features.Electronics.Repeater(s),Features.ElectricalEquipment.Generator,Features.ElectricalEquipment.Inverter,Features.Electronics.NavigationCenter,Features.InsideEquipment.DeepFreezer,Features.OutsideEquipment.OutboardEngineBrackets,Features.OutsideEquipment.Davit(s),Features.Sails.FullyBattenedMainsail,Specifications.Miscellaneous.ElectricalCircuit (V),Features.Electronics.CdPlayer,Features.Rigging.ElectricWinch,Features.Electronics.TvSet,Features.Electronics.DvdPlayer,Features.InsideEquipment.FreshWaterMaker,Features.Rigging.SpinnakerPole,Features.OutsideEquipment.TeakSidedecks,Features.AdditionalEquipment.RoadTrailer,Features.Sails.Spinnaker,Specifications.Miscellaneous.SeatingCapacity,Features.Electronics.RadarDetector,Features.Electronics.Computer,Features.Electronics.Vcr,Features.Sails.GennakerCruisingSpinnaker,Features.InsideEquipment.SeaWaterPump,Features.OutsideEquipment.SolarPanel,Features.OutsideEquipment.Liferaft,Features.Rigging.Tiller,Features.Sails.Genoa,Features.InsideEquipment.SternThruster,Features.InsideEquipment.Dishwasher,Features.InsideEquipment.WashingMachine,Features.OutsideEquipment.Gangway,Features.OutsideEquipment.HydraulicGangway,Specifications.Speed&Distance.Range (nm),Specifications.Dimensions.Freeboard (ft),Features.OutsideEquipment.WindGenerator,Features.InsideEquipment.Seakeeper,Features.InsideEquipment.AirCompressor,Features.InsideEquipment.ChemicalHead,Specifications.Miscellaneous.LiferaftCapacity,Features.Rigging.HydraulicWinch,Propulsion.RopeCutter,Specifications.Miscellaneous.DeadriseAtTransom (deg),Features.AdditionalEquipment.LaunchingTrailer,Features.AdditionalEquipment.BeachingLegs,Make-Model
0,2000,Adams,40,Sloop,74.15,Diesel,Fiberglass,Arne Schmidt Yachts International GmbH,Yanmar,230.0,Inboard,Diesel,74.15,18.31,4.0,5.0,4.0,Monohull,0,4JH57,2000.0,1121.918781725888,Sail Drive,3.0,7.865502392344499,10.30087209302326,43.39205882352945,11.48,9.348779342722995,39.67258029978575,Electric Windlass,1847475,Bronze,63.21807909604506,52911.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.03960396039604,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,83.00632911392405,False,False,False,False,False,False,False,False,False,8.62295081967213,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1947.4,9.614166666666668,False,False,False,False,7.8125,False,False,22,False,False,Adams-40
1,1987,Admiral,40,Racer/Cruiser,37.0,Diesel,Fiberglass,Fraser Yacht Sales Ltd.,Volvo,30.0,Inboard,Diesel,37.58,11.58,2.79673590504451,2.961864406779661,1.0,Displacement,0,Penta,2019.0,1300.0,Direct Drive,2.0,6.5,10.30087209302326,43.39205882352945,6.5,9.348779342722995,29.42,Electric Windlass,59061,Bronze,63.21807909604506,23578.5175,2.872521246458923,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.03960396039604,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,83.00632911392405,False,False,False,False,False,False,False,False,False,8.62295081967213,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1947.4,9.614166666666668,False,False,False,False,7.8125,False,False,22,False,False,Admiral-40
2,2022,Aeroyacht,85,Racer/Cruiser,43.42,Diesel,Fiberglass,Rodgers Yacht Sales LLC,Yanmar,45.0,Inboard,Diesel,43.42,13.08,2.0,2.0,2.0,Monohull,0,4JH,2022.0,100.0,Sail Drive,2.0,7.865502392344499,10.30087209302326,43.39205882352945,7.25,9.348779342722995,37.17,Electric Windlass,635955,Bronze,66.5,23578.5175,2.872521246458923,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.03960396039604,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,83.00632911392405,False,False,False,False,False,False,False,False,False,8.62295081967213,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1947.4,9.614166666666668,False,False,False,False,7.8125,False,False,22,False,False,Aeroyacht-85
3,2000,African Cats,GreenCat 445,Racer/Cruiser,42.0,Diesel,Fiberglass,Forbes Horton Yachts,Yanmar,43.0,Inboard,Diesel,42.0,12.75,2.79673590504451,2.961864406779661,2.0,Monohull,0,3JH2-CE,2016.507913669065,1606.0,Sail Drive,3.0,7.865502392344499,10.30087209302326,43.39205882352945,6.92,9.348779342722995,34.25,Electric Windlass,129000,Bronze,63.21807909604506,23578.5175,2.872521246458923,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.03960396039604,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,83.00632911392405,False,False,False,False,False,False,False,False,False,8.62295081967213,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1947.4,9.614166666666668,False,False,False,False,7.8125,False,False,22,False,False,African Cats-GreenCat 445
4,2007,Aventura,37,Sloop,50.0,Diesel,Fiberglass,Grabau International,Volvo Penta,75.0,Inboard,Diesel,50.0,14.04,3.0,3.0,3.0,Monohull,0,D2-75,2007.0,4000.0,Sail Drive,3.0,7.865502392344499,10.30087209302326,43.39205882352945,8.86,9.348779342722995,43.11,Electric Windlass,380362,Bronze,63.21807909604506,28440.0,3.0,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,False,True,False,True,False,False,True,False,2.03960396039604,True,True,True,True,True,True,True,True,False,False,False,False,True,True,False,True,True,True,True,True,True,False,False,True,12.0,True,True,False,False,True,True,True,False,True,8.62295081967213,False,False,False,True,False,False,True,False,False,False,False,False,False,False,1947.4,9.614166666666668,False,False,False,False,7.8125,False,False,22,False,False,Aventura-37
5,2021,Aventura,37,Racer/Cruiser,47.57,Diesel,Fiberglass,Pierre-Andre JEANNE Yacht Broker - PAJ Yacht Broker,Yanmar,80.0,Inboard,Diesel,47.57,14.73,3.0,3.0,2.0,Monohull,0,D2-75,2007.0,289.0,Sail Drive,3.0,7.865502392344499,10.30087209302326,43.39205882352945,8.86,9.348779342722995,44.55,Electric Windlass,749857,Bronze,63.21807909604506,28440.0,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.03960396039604,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.0,False,False,False,False,False,False,False,False,False,8.62295081967213,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1947.4,9.614166666666668,False,False,False,False,7.8125,False,False,22,False,False,Aventura-37
6,2009,Aventura,45,Racer/Cruiser,54.99,Diesel,Composite,Bach Yachting International,Yanmar,55.0,Inboard,Diesel,54.99,14.99,2.79673590504451,3.0,3.0,Monohull,0,Penta,2019.0,1121.918781725888,Sail Drive,3.0,7.865502392344499,10.30087209302326,43.39205882352945,10.5,9.348779342722995,39.67258029978575,Electric Windlass,380362,Bronze,63.21807909604506,23578.5175,2.872521246458923,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.03960396039604,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,83.00632911392405,False,False,False,False,False,False,False,False,False,8.62295081967213,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1947.4,9.614166666666668,False,False,False,False,7.8125,False,False,22,False,False,Aventura-45
7,1989,Aventura,45,Motorsailer,45.67,Diesel,Fiberglass,Yacht Basen,Volvo,55.0,Inboard,Diesel,45.67,13.94,2.79673590504451,3.0,2.0,Monohull,0,Penta,2009.0,1121.918781725888,Sail Drive,3.0,7.865502392344499,10.30087209302326,43.39205882352945,10.5,9.348779342722995,39.67258029978575,Electric Windlass,144809,Bronze,63.21807909604506,23578.5175,2.872521246458923,False,False,True,True,True,True,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,True,False,2.03960396039604,True,True,True,False,False,True,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,83.00632911392405,False,False,False,False,False,False,False,False,False,8.62295081967213,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1947.4,9.614166666666668,False,False,False,False,7.8125,False,False,22,False,False,Aventura-45
8,2023,Baba,Cutter,Racer/Cruiser,45.54,Diesel,Fiberglass,Easy Sails Marine,Yanmar,57.0,Inboard,Diesel,45.54,13.35,3.0,3.0,2.0,Monohull,2,4JH57,2023.0,1121.918781725888,Sail Drive,3.0,7.865502392344499,10.30087209302326,43.39205882352945,8.69,9.348779342722995,39.67258029978575,Electric Windlass,489037,Bronze,63.21807909604506,23578.5175,2.872521246458923,False,True,True,False,True,True,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,2.03960396039604,False,True,True,False,False,True,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,83.00632911392405,False,True,False,False,False,False,False,False,False,8.62295081967213,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1947.4,9.614166666666668,False,False,False,False,7.8125,False,False,22,False,False,Baba-Cutter
9,1990,Balance,580,Racer/Cruiser,46.0,Diesel,Fiberglass,Ala Wai Yacht Brokerage,Yanmar,66.98479345284491,Inboard,Diesel,46.0,13.33,2.79673590504451,2.961864406779661,1.0,Monohull,0,4JH57,2016.507913669065,1121.918781725888,Sail Drive,3.0,7.865502392344499,10.30087209302326,43.39205882352945,8.956594153636974,9.348779342722995,39.67258029978575,Electric Windlass,99000,Bronze,63.21807909604506,23578.5175,2.872521246458923,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.03960396039604,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,83.00632911392405,False,False,False,False,False,False,False,False,False,8.62295081967213,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1947.4,9.614166666666668,False,False,False,False,7.8125,False,False,22,False,False,Balance-580
10,2023,Bali,4.2,Multi-Hull,53.28,Electric,Composite,Apaca Catamaran,Yanmar,32.18,Electric,Electric,54.0,26.18,4.0,4.0,2.0,Catamaran,0,D3-110,2021.2,1121.918781725888,Direct Drive,3.0,10.0,12.0,43.39205882352945,7.71,9.348779342722995,31.685,Electric Windlass,1081316,Bronze,37.0,26786.25,5.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24.0,False,False,False,False,False,False,False,False,False,8.62295081967213,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1947.4,2.8,False,False,False,False,8.0,False,False,22,False,False,Bali-4.2
11,2023,Bali,4.2,Catamaran,90.0,Other,Aluminum,Denison Yachting,Hybrid -Electric,268.2,Electric,Other,26.84,12.0,4.0,4.0,6.0,Monohull,0,D3-110,2023.0,1121.918781725888,Direct Drive,3.0,10.0,12.0,43.39205882352945,1.9,9.348779342722995,31.685,Electric Windlass,10106773,Bronze,37.0,26786.25,4.0,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,False,False,True,False,1.5,False,True,True,False,True,True,True,False,True,False,False,False,True,True,False,True,False,True,True,True,True,False,False,True,16.0,False,True,False,False,True,False,False,False,False,8.62295081967213,False,False,False,True,False,True,False,False,True,False,False,False,False,False,1947.4,2.8,False,False,True,False,8.0,False,False,22,False,False,Bali-4.2
12,1989,Bali,4.2,Cruiser,41.0,Diesel,Fiberglass,The Little Ship Company,Yanmar,107.7255555555556,Inboard,Diesel,40.0,12.0,2.8,3.6,2.0,Monohull,0,D3-110,2021.2,1121.918781725888,Direct Drive,3.0,10.0,12.0,43.39205882352945,6.571538461538462,9.348779342722995,31.685,Electric Windlass,69000,Bronze,37.0,26786.25,5.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,16.0,False,False,False,False,False,False,False,False,False,8.62295081967213,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1947.4,2.8,False,False,False,False,8.0,False,False,22,False,False,Bali-4.2
13,2023,Bali,4.2,Catamaran,60.3,Diesel,Other,Infinite Yachts,Volvo Penta,110.0,Inboard,Diesel,60.3,31.0,2.8,5.0,5.0,Monohull,0,D3-110,2023.0,1121.918781725888,Direct Drive,3.0,10.0,12.0,43.39205882352945,4.95,9.348779342722995,31.685,Electric Windlass,2988562,Bronze,37.0,26786.25,5.0,True,True,False,True,True,True,True,True,False,False,True,True,True,True,False,True,True,False,True,False,False,False,False,1.5,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,True,True,False,True,True,16.0,True,True,True,True,True,False,False,False,False,8.62295081967213,False,True,False,False,True,True,True,False,True,False,True,False,False,True,1947.4,2.8,False,False,False,False,8.0,False,False,22,False,False,Bali-4.2
14,1984,Bali,4.2,Racer/Cruiser,35.0,Diesel,Fiberglass,Opequimar,VOLVO,28.0,Inboard,Diesel,35.08,11.58,2.8,2.0,1.0,Monohull,0,MD-11D,2021.2,1121.918781725888,Other,3.0,10.0,12.0,43.39205882352945,6.0,9.348779342722995,30.33,Electric Windlass,55000,Stainless Steel,37.0,26786.25,5.0,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1.5,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,16.0,False,False,False,False,False,False,False,False,True,8.62295081967213,False,False,False,True,True,False,False,False,True,False,False,False,False,False,1947.4,2.8,False,False,False,False,8.0,False,False,22,False,False,Bali-4.2
15,2022,Bali,4.2,Cruiser,48.46,Diesel,Fiberglass,Ettore Yachting,yanmar,110.0,Inboard,Diesel,46.85,15.12,2.0,3.0,2.0,Monohull,0,4jh5,2022.0,1121.918781725888,Direct Drive,5.0,10.0,12.0,43.39205882352945,6.89,9.348779342722995,31.685,Electric Windlass,916130,Bronze,37.0,26786.25,5.0,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,False,False,True,True,False,False,True,False,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,False,12.0,False,True,True,True,False,False,True,False,False,8.62295081967213,True,False,False,True,True,False,True,False,False,False,True,True,False,False,1947.4,2.8,False,False,False,False,8.0,False,False,22,False,False,Bali-4.2
16,2022,Bali,4.2,Cruiser,48.42,Diesel,Fiberglass,ASIAMARINE in Hong Kong,Yanmar,110.0,Inboard,Diesel,14.77,15.17,2.8,3.6,2.0,Monohull,0,D3-110,2022.0,1121.918781725888,Sail Drive,3.0,10.0,12.0,43.39205882352945,6.08,9.348779342722995,12.75,Electric Windlass,1081548,Bronze,37.0,26786.25,5.0,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,False,False,True,True,False,False,True,False,1.5,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,12.0,False,True,True,False,False,False,True,False,False,8.62295081967213,False,False,False,True,False,False,False,False,False,False,True,True,False,False,1947.4,2.8,False,False,False,False,8.0,False,False,22,False,False,Bali-4.2
17,2022,Bali,4.2,Cruiser,48.46,Diesel,Fiberglass,BJ Marine (Dublin),Yanmar,110.0,Inboard,Diesel,48.46,15.12,2.8,3.6,2.0,Monohull,0,D3-110,2016.0,1121.918781725888,Direct Drive,3.0,10.0,12.0,43.39205882352945,7.71,9.348779342722995,41.83,Electric Windlass,916130,Bronze,37.0,26786.25,6.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,16.0,False,False,False,False,False,False,False,False,False,8.62295081967213,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1947.4,2.8,False,False,False,False,8.0,False,False,22,False,False,Bali-4.2
18,2006,Bali,4.2,Cruiser,42.49,Diesel,Fiberglass,White Whale Yachtbrokers,Yanmar,53.64,Inboard,Diesel,42.49,13.25,2.0,2.0,2.0,Monohull,0,4JH4E,2021.2,1121.918781725888,Direct Drive,3.0,10.0,12.0,43.39205882352945,6.56,9.348779342722995,31.685,Electric Windlass,151602,Bronze,37.0,26786.25,5.0,False,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,False,2.0,True,True,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False,False,False,16.0,False,False,False,False,True,False,True,False,False,8.62295081967213,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1947.4,2.8,False,False,False,False,8.0,False,False,22,False,False,Bali-4.2
19,2022,Bali,4.2,Pilothouse,49.21,Diesel,Composite,RR YACHTS,Yanmar,147.51,Inboard,Diesel,49.05,15.12,2.0,3.6,2.0,Monohull,2,D3-110,2021.2,1121.918781725888,Direct Drive,3.0,10.0,12.0,43.39205882352945,6.89,9.348779342722995,41.83,Electric Windlass,1081546,Bronze,37.0,26786.25,5.0,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,False,False,False,False,1.5,True,True,True,True,False,True,True,False,True,True,True,False,True,True,True,True,True,True,False,True,False,False,False,False,16.0,False,True,True,False,False,False,True,False,True,8.62295081967213,False,False,False,False,True,False,True,False,True,False,True,True,False,False,1947.4,2.8,False,False,False,False,8.0,False,False,22,False,False,Bali-4.2
20,2022,Bali,4.2 4 CABINS,Pilothouse,49.21,Diesel,Composite,RR YACHTS,Yanmar,110.0,Inboard,Diesel,48.46,15.12,2.0,3.0,2.0,Monohull,2,4JH57,2016.507913669065,1121.918781725888,Sail Drive,3.0,7.865502392344499,10.30087209302326,43.39205882352945,6.89,9.348779342722995,41.83,Electric Windlass,945793,Bronze,63.21807909604506,23578.5175,2.0,False,True,False,True,True,True,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,2.03960396039604,True,True,True,True,False,True,False,False,True,True,True,False,True,True,False,False,True,True,False,True,False,False,False,False,83.00632911392405,True,False,False,False,False,False,True,False,False,8.62295081967213,False,False,False,False,True,False,False,False,False,False,True,False,False,False,1947.4,9.614166666666668,False,False,False,False,7.8125,False,False,22,False,False,Bali-4.2 4 CABINS
21,2022,Bali,4.2 OPEN SPACE,Cruiser,48.46,Diesel,Fiberglass,BJ Marine (Dublin),Yanmar,110.0,Inboard,Diesel,48.46,15.12,2.79673590504451,2.961864406779661,2.0,Monohull,0,4JH57,2016.0,1121.918781725888,Sail Drive,3.0,7.865502392344499,10.30087209302326,43.39205882352945,7.71,9.348779342722995,41.83,Electric Windlass,987856,Bronze,63.21807909604506,23578.5175,6.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.03960396039604,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,83.00632911392405,False,False,False,False,False,False,False,False,False,8.62295081967213,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1947.4,9.614166666666668,False,False,False,False,7.8125,False,False,22,False,False,Bali-4.2 OPEN SPACE
22,2005,Bali,4.4,Racer/Cruiser,45.0,Diesel,Fiberglass,The Little Ship Company,Yanmar,110.84,Inboard,Diesel,45.0,18.0,2.857142857142857,3.428571428571428,2.0,Catamaran,0,4JH80,2021.0,250.0,Direct Drive,3.0,8.333333333333334,11.5,43.39205882352945,5.404285714285714,6.545,45.76000000000001,Electric Windlass,105000,Bronze,85.0,23578.5175,1.75,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,2.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,24.0,False,False,False,False,False,False,True,False,False,14.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2000.0,9.614166666666668,False,False,False,False,7.0,False,False,22,False,False,Bali-4.4
23,2018,Bali,4.4,Racer/Cruiser,35.93,Diesel,Composite,Bach Yachting International,Yanmar,110.84,Inboard,Diesel,35.93,11.75,2.857142857142857,3.428571428571428,1.0,Catamaran,0,4JH80,2021.0,250.0,Direct Drive,3.0,8.333333333333334,11.5,43.39205882352945,6.73,6.545,45.76000000000001,Electric Windlass,140191,Bronze,85.0,23578.5175,1.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24.0,False,False,False,False,False,False,False,False,False,14.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2000.0,9.614166666666668,False,False,False,False,7.0,False,False,22,False,False,Bali-4.4
24,2024,Bali,4.4,Catamaran,59.0,Diesel,Fiberglass,VOYAGE Yacht Sales,YANMAR,80.0,Inboard,Diesel,58.25,28.42,6.0,8.0,8.0,Catamaran,0,4JH80,2021.0,250.0,Direct Drive,3.0,8.333333333333334,11.5,43.39205882352945,5.17,6.67,57.75,Electric Windlass,2333413,Alloy,85.0,23578.5175,2.0,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,False,2.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,False,False,True,24.0,True,True,True,True,True,False,False,False,True,14.0,True,False,False,False,True,True,True,True,True,False,True,False,False,False,2000.0,9.614166666666668,False,False,False,False,7.0,False,False,22,False,False,Bali-4.4
25,2024,Bali,4.4,Catamaran,59.0,Diesel,Fiberglass,The Multihull Company,Yanmar,75.0,Inboard,Diesel,58.25,28.42,2.857142857142857,3.428571428571428,6.0,Catamaran,0,4JH80,2021.0,250.0,Direct Drive,3.0,9.0,11.5,43.39205882352945,5.17,6.545,57.75,Electric Windlass,2199000,Stainless Steel,85.0,23578.5175,1.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24.0,False,False,False,False,False,False,False,False,False,14.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2000.0,9.614166666666668,False,False,False,False,7.0,False,False,22,False,False,Bali-4.4
26,2003,Bali,4.4,Catamaran,58.0,Diesel,Fiberglass,"YachtX, Inc",Yanmar,80.0,Inboard,Diesel,58.0,31.0,2.857142857142857,3.428571428571428,3.0,Catamaran,0,4JH80,2020.0,250.0,Direct Drive,3.0,8.333333333333334,11.5,43.39205882352945,6.0,6.545,45.76000000000001,Electric Windlass,550000,Bronze,85.0,23578.5175,1.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24.0,False,False,False,False,False,False,False,False,False,14.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2000.0,9.614166666666668,False,False,False,False,7.0,False,False,22,False,False,Bali-4.4
27,2024,Bali,4.4,Catamaran,44.42,Diesel,Composite,Sail Away Catamarans Yacht Sales,NANNI,38.0,Inboard,Diesel,45.33,24.67,3.0,3.0,3.0,Catamaran,5,N 4.38 SD 60 Sail Drive,2021.0,250.0,Direct Drive,3.0,8.333333333333334,11.5,43.39205882352945,5.404285714285714,6.42,44.33,Electric Windlass,865000,Bronze,85.0,23578.5175,1.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24.0,False,False,False,False,False,False,False,False,False,14.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2000.0,9.614166666666668,False,False,False,False,6.0,False,False,22,False,False,Bali-4.4
28,2022,Bali,4.4,Catamaran,144.36,Diesel,Fiberglass,Yacht and Power Sales,Yanmar,110.84,Inboard,Diesel,44.42,24.93,3.0,3.0,3.0,Catamaran,0,3JH40-CR,2022.0,250.0,Sail Drive,3.0,8.333333333333334,11.5,43.39205882352945,3.77,6.545,44.36,Electric Windlass,895000,Bronze,85.0,23578.5175,1.75,False,True,True,True,True,True,True,True,True,False,False,True,True,True,False,False,True,True,True,False,True,True,False,2.0,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,True,True,False,True,False,True,False,24.0,False,True,True,False,True,False,False,False,False,14.0,False,False,False,True,False,True,True,False,False,False,False,True,False,False,2000.0,9.614166666666668,False,False,False,False,8.0,False,False,22,False,False,Bali-4.4
29,1984,Bali,4.4,Cruiser,33.67,Diesel,Fiberglass,Brooklin Boat Yard,Yanmar,110.84,Inboard,Diesel,33.67,10.83,2.857142857142857,3.428571428571428,1.0,Catamaran,0,4JH80,2021.0,250.0,Direct Drive,3.0,8.333333333333334,11.5,43.39205882352945,5.404285714285714,6.545,45.76000000000001,Electric Windlass,62500,Bronze,85.0,23578.5175,1.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24.0,False,False,False,False,False,False,False,False,False,14.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2000.0,9.614166666666668,False,False,False,False,7.0,False,False,22,False,False,Bali-4.4
